Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,spend,sample
2016,2,1,1,86,1,1,7,2,2,1033.937,11373.307,568665.35,1
2016,2,1,1,86,1,2,1,1,3,984.143,14762.145,780425.399,1
2016,2,1,1,86,1,2,1,2,3,883.529,13252.935,672365.569,1
2016,2,1,1,86,1,2,2,1,2,883.529,7068.232,386985.702,1
2016,2,1,1,86,1,2,2,1,3,984.143,14762.145,381847.484,1
2016,2,1,1,86,1,2,2,2,2,3366.301,28697.466,3022341.495,2
2016,2,1,1,86,1,2,3,1,2,1632.109,14823.93,2592591.313,2
2016,2,1,1,86,1,2,3,1,3,7711.331,118988.577,3841616.347,5
2016,2,1,1,86,1,2,3,2,2,5461.14,51024.981,3674396.19,3
2016,2,1,1,86,1,2,3,2,3,4732.963,68028.54,2934893.193,3
2016,2,1,1,86,1,2,3,2,4,2482.772,79448.704,3294638.444,1
2016,2,1,1,86,1,2,4,1,2,4965.544,39724.352,1829802.964,2
2016,2,1,1,86,1,2,4,1,3,6732.602,98506.258,4895501.836,4
2016,2,1,1,86,1,2,4,2,2,2799.846,20534.42,1812803.15,3
2016,2,1,1,86,1,2,4,2,3,2965.905,41522.67,2331201.33,1
2016,2,1,1,86,1,2,5,1,2,15743.875,160629.851,17522737.25,8
2016,2,1,1,86,1,2,5,1,3,2751.201,40384.486,2402697.883,3
2016,2,1,1,86,1,2,5,2,2,5448.677,56969.542,5734919.825,2
2016,2,1,1,86,1,2,5,2,3,7087.421,106947.732,7654986.542,8
2016,2,1,1,86,1,2,6,1,2,6995.102,63975.002,8912252.621,3
2016,2,1,1,86,1,2,6,1,3,3811.654,62475.984,3078456.88,4
2016,2,1,1,86,1,2,6,2,2,7931.449,65934.364,4163541.537,3
2016,2,1,1,86,1,2,6,2,3,5461.14,81917.1,8994772.067,3
2016,2,1,1,86,1,2,7,1,2,2965.905,35590.86,3974312.7,1
2016,2,1,1,86,1,2,7,1,3,1855.52,27832.8,1923913.218,2
2016,2,1,1,86,1,2,7,2,3,2482.772,34758.808,2512565.264,1
2016,2,1,1,86,2,1,4,1,1,2482.772,7448.316,59586.528,1
2016,2,1,1,86,2,1,5,1,3,369.121,6644.178,184560.5,1
2016,2,1,1,86,2,1,5,1,4,1340.8,48268.8,5005206.4,1
2016,2,1,1,86,2,1,7,1,2,369.121,2952.968,51307.819,1
2016,2,1,1,86,4,1,5,1,2,3212.973,36365.073,3293308.4,2
2016,2,1,1,86,4,1,5,1,3,727.607,17462.568,507142.079,1
2016,2,1,1,86,4,1,6,1,3,730.201,10222.814,723629.191,1
2016,2,1,1,86,4,1,6,2,3,2482.772,42207.124,0,1
2016,2,1,1,86,4,1,7,2,2,2094.839,12569.034,1256903.4,1
2016,2,1,1,86,4,1,7,2,4,4965.544,168828.496,2187322.132,2
2016,2,1,1,86,5,1,4,1,6,2965.905,599112.81,23653092.38,1
2016,2,1,1,90,1,1,1,1,3,1178.108,21205.944,294527,1
2016,2,1,1,90,1,1,1,2,2,693.031,7623.341,1212804.25,1
2016,2,1,1,90,1,1,2,1,3,2209.992,54726.372,1426316.1,2
2016,2,1,1,90,1,1,2,1,4,844.125,48959.25,2215828.125,1
2016,2,1,1,90,1,1,2,2,3,5440.241,108147.044,20805104.56,4
2016,2,1,1,90,1,1,2,2,4,1672.73,82916.453,2351630.92,2
2016,2,1,1,90,1,1,2,2,5,2860.88,411696.879,20310074,3
2016,2,1,1,90,1,1,2,2,6,789.201,213084.27,1578402,1
2016,2,1,1,90,1,1,3,1,3,3478.894,60642.914,5530370.008,2
2016,2,1,1,90,1,1,3,1,6,1855.52,416608.471,10130549.15,2
2016,2,1,1,90,1,1,3,2,2,789.201,9470.412,789201,1
2016,2,1,1,90,1,1,3,2,3,1373.411,22482.635,747837.75,2
2016,2,1,1,90,1,1,4,1,3,1366.71,28700.91,2137534.44,1
2016,2,1,1,90,1,1,5,1,3,1178.108,25918.376,2591837.6,1
2016,2,1,1,90,1,1,5,2,4,997.117,30910.627,1489692.798,1
2016,2,1,1,90,1,1,6,1,6,1573.015,375950.585,8179678,1
2016,2,1,1,90,1,1,6,2,3,843.282,16865.64,91074.456,1
2016,2,1,1,90,1,1,6,2,4,844.125,36297.375,2532375,1
2016,2,1,1,90,1,1,7,1,4,1045.377,34497.441,1660058.676,1
2016,2,1,1,90,1,1,7,2,3,789.201,14994.819,1973002.5,1
2016,2,1,1,90,1,2,2,1,2,749.151,8989.812,546131.079,1
2016,2,1,1,90,1,2,3,2,4,749.151,35959.248,1854897.876,1
2016,2,1,1,90,1,2,3,2,5,883.529,83935.255,3711705.329,1
2016,2,1,1,90,1,2,5,1,3,749.151,15732.171,1221116.13,1
2016,2,1,1,90,1,2,5,2,4,749.151,27718.587,1438369.92,1
2016,2,1,1,90,1,2,6,2,2,883.839,9722.229,910354.17,1
2016,2,1,1,90,1,2,6,2,3,727.607,14552.14,1086317.251,1
2016,2,1,1,90,1,2,6,2,4,1687.407,67490.379,13492686.21,2
2016,2,1,1,90,2,1,4,1,2,1254.986,12062.272,763199.99,2
2016,2,1,1,90,2,1,4,1,4,843.282,31201.434,843282,1
2016,2,1,1,90,2,1,4,2,2,749.151,3745.755,973896.3,1
2016,2,1,1,90,2,1,4,2,3,1249.764,17496.696,3749292,1
2016,2,1,1,90,2,1,5,1,2,1530.094,16144.222,6315061.2,2
2016,2,1,1,90,2,1,5,2,2,487.588,3900.704,487588,1
2016,2,1,1,90,2,1,6,1,2,1366.71,9566.97,2733420,1
2016,2,1,1,90,3,1,2,2,6,844.125,292911.375,8432808.75,1
2016,2,1,1,90,4,1,1,2,3,1284.512,26974.752,834932.8,1
2016,2,1,1,90,4,1,2,2,2,843.282,8432.82,501752.79,1
2016,2,1,1,90,4,1,2,2,3,1187.84,28508.16,1496678.4,1
2016,2,1,1,90,4,1,2,2,4,883.529,27389.399,441764.5,1
2016,2,1,1,90,4,1,3,1,3,2119.141,48765.313,1785043.1,3
2016,2,1,1,90,4,1,3,1,4,2482.772,76965.932,2234494.8,1
2016,2,1,1,90,4,1,3,2,2,971.991,10691.901,194398.2,1
2016,2,1,1,90,4,1,3,2,3,2162.272,45090.949,2586033.452,3
2016,2,1,1,90,4,1,3,2,4,693.031,23563.054,346515.5,1
2016,2,1,1,90,4,1,4,2,3,3330.841,65698.683,2591509.6,4
2016,2,1,1,90,4,1,4,2,4,353.121,10946.751,918114.6,1
2016,2,1,1,90,4,1,5,1,2,727.607,7276.07,545705.25,1
2016,2,1,1,90,4,1,5,1,3,2123.035,32913.456,446695.225,3
2016,2,1,1,90,4,1,5,1,4,1344.207,44701.188,1673953.5,2
2016,2,1,1,90,4,1,5,2,2,709.098,3895.755,105936.3,2
2016,2,1,1,90,4,1,5,2,3,1746.268,31179.605,2096572.2,2
2016,2,1,1,90,4,1,5,2,4,355.621,11379.872,1422484,1
2016,2,1,1,90,4,1,6,1,3,1928.906,36089.381,1268227.736,2
2016,2,1,1,90,4,1,6,1,6,883.529,182890.503,5742938.5,1
2016,2,1,1,90,4,1,6,2,2,2977.846,38711.998,1814033.9,3
2016,2,1,1,90,4,1,6,2,3,5278.781,102153.66,10836612.05,5
2016,2,1,1,90,4,1,6,2,4,1228.189,62927.528,2377465.481,2
2016,2,1,1,90,4,1,7,1,3,844.125,18570.75,422062.5,1
2016,2,1,1,90,4,1,7,1,4,8334.008,340385.453,13780515.77,9
2016,2,1,1,90,4,1,7,1,5,1239.15,202842.885,2386633,2
2016,2,1,1,90,4,1,7,2,3,1507.999,29446.176,773184.45,2
2016,2,1,1,90,4,1,7,2,4,6996.386,268587.905,7580707.04,8
2016,2,1,1,90,4,2,5,1,3,984.143,19682.86,1250845.753,1
2016,2,1,1,90,4,2,7,1,4,1045.377,37633.572,4467941.298,1
2016,2,1,1,90,5,1,2,1,6,789.201,166521.411,1183801.5,1
2016,2,1,1,90,5,1,3,2,2,355.977,4627.701,1423908,1
2016,2,1,1,90,5,1,3,2,6,500.925,133246.05,2504625,1
2016,2,1,1,91,1,1,2,1,3,1581.213,33205.473,3620977.77,1
2016,2,1,1,91,1,1,2,2,6,762.332,221838.612,76233.2,1
2016,2,1,1,91,1,1,3,1,4,355.977,15662.988,889942.5,1
2016,2,1,1,91,1,1,3,1,5,844.125,151098.375,1941487.5,1
2016,2,1,1,91,1,1,3,2,3,2051.644,43029.626,3249419.36,2
2016,2,1,1,91,1,1,4,2,4,2094.839,58655.492,6284517,1
2016,2,1,1,91,1,1,5,1,4,488.075,13666.1,682816.925,1
2016,2,1,1,91,1,1,6,1,3,1045.377,19862.163,1829409.75,1
2016,2,1,1,91,1,1,6,1,4,1026.849,45181.356,2260094.649,1
2016,2,1,1,91,1,1,6,2,4,767.398,47578.676,997617.4,1
2016,2,1,1,91,1,1,7,1,4,727.607,22555.817,2364722.75,1
2016,2,1,1,91,2,1,3,2,5,355.621,43030.141,1930666.409,1
2016,2,1,1,91,4,1,3,1,2,1331.776,10654.208,532710.4,1
2016,2,1,1,91,4,1,3,1,3,883.529,16787.051,677666.743,1
2016,2,1,1,91,4,1,3,1,4,789.201,24465.231,394600.5,1
2016,2,1,1,91,4,1,3,2,3,488.075,8297.275,0,1
2016,2,1,1,91,4,1,5,1,4,727.607,20372.996,363803.5,1
2016,2,1,1,91,4,1,5,2,2,487.588,6338.644,121897,1
2016,2,1,1,91,4,1,5,2,3,1045.377,21952.917,2090754,1
2016,2,1,1,91,4,1,5,2,4,680.748,31314.408,2757029.4,1
2016,2,1,1,91,4,1,6,1,4,1327.232,62379.904,2787187.2,1
2016,2,1,1,91,4,1,6,2,4,749.151,36708.399,469717.677,1
2016,2,1,1,91,4,1,7,2,4,1045.377,32406.687,731763.9,1
2016,2,1,1,91,4,2,5,2,4,843.282,43007.382,2359503.036,1
2016,2,1,1,92,2,1,5,1,3,355.621,7112.42,711242,1
2016,2,1,2,10,1,1,2,1,2,2128.067,21280.67,4256134,1
2016,2,1,2,10,1,1,2,2,1,2128.067,2128.067,1489646.9,1
2016,2,1,2,10,1,1,2,2,2,2128.067,14896.469,578834.224,1
2016,2,1,2,10,1,1,3,1,2,1465.557,14655.57,1465557,1
2016,2,1,2,10,1,1,3,2,2,1064.034,7448.238,480943.368,1
2016,2,1,2,10,1,1,5,1,2,307.618,3691.416,307618,1
2016,2,1,2,10,1,1,5,1,3,830.216,19094.968,654210.208,1
2016,2,1,2,10,1,2,1,2,2,922.854,4614.27,565709.502,3
2016,2,1,2,10,1,2,3,1,2,2128.067,14896.469,2321721.097,1
2016,2,1,2,10,1,2,6,1,2,220.86,1766.88,81055.62,1
2016,2,1,2,10,1,2,6,2,2,1064.034,8512.272,704390.508,1
2016,2,1,2,10,1,2,7,1,2,1726.614,12969.738,1052245.008,4
2016,2,1,2,10,1,2,7,2,2,1505.754,10981.998,972657.288,3
2016,2,1,2,10,2,1,5,1,2,1371.652,11280.834,890147.11,2
2016,2,1,2,10,4,1,2,2,3,1064.034,19152.612,679917.726,1
2016,2,1,2,11,1,1,1,2,2,1064.034,10640.34,219191.004,1
2016,2,1,2,11,1,1,2,1,1,1064.034,1064.034,55329.768,1
2016,2,1,2,11,1,1,3,1,1,2128.067,4256.134,691621.775,1
2016,2,1,2,11,1,1,3,2,1,2128.067,4256.134,159605.025,1
2016,2,1,2,11,1,1,4,1,1,1465.557,1465.557,366389.25,1
2016,2,1,2,11,1,1,4,1,2,1371.652,5486.608,689177.37,2
2016,2,1,2,11,1,1,4,2,0,1064.034,0,17024.544,1
2016,2,1,2,11,1,1,5,1,1,1064.034,2128.068,106403.4,1
2016,2,1,2,11,1,1,5,1,2,1679.27,8088.732,278038.03,3
2016,2,1,2,11,1,1,5,2,1,2128.067,4256.134,1064033.5,1
2016,2,1,2,11,1,1,5,2,2,5132.984,22192.368,1193558.952,4
2016,2,1,2,11,1,1,6,1,0,2128.068,0,76610.448,2
2016,2,1,2,11,1,1,6,1,1,6524.738,14515.033,1181720.287,4
2016,2,1,2,11,1,1,6,2,1,2529.591,5460.705,492868.8,2
2016,2,1,2,11,1,1,7,1,1,1465.557,2931.114,663897.321,1
2016,2,1,2,11,1,1,7,1,2,4643.433,28309.396,1138281.84,7
2016,2,1,2,11,1,2,1,1,1,307.618,615.236,77827.354,1
2016,2,1,2,11,1,2,1,1,2,528.478,2642.39,266881.39,2
2016,2,1,2,11,1,2,1,2,1,2128.067,6384.201,717158.579,1
2016,2,1,2,11,1,2,1,2,2,1056.956,5284.78,533762.78,4
2016,2,1,2,11,1,2,3,1,1,307.618,615.236,60293.128,1
2016,2,1,2,11,1,2,3,2,1,2435.685,4871.37,489480.669,2
2016,2,1,2,11,1,2,3,2,2,220.86,1104.3,83705.94,1
2016,2,1,2,11,1,2,4,1,2,1064.034,4256.136,192590.154,1
2016,2,1,2,11,1,2,5,1,1,1465.557,2931.114,449925.999,1
2016,2,1,2,11,1,2,5,2,1,307.618,615.236,46142.7,1
2016,2,1,2,11,1,2,6,1,2,307.618,1230.472,45835.082,1
2016,2,1,2,11,1,2,6,2,1,922.854,1845.708,256861.03,3
2016,2,1,2,11,1,2,6,2,2,2128.068,8512.272,2968654.86,2
2016,2,1,2,11,1,2,7,1,1,2743.303,7614.673,737936.778,3
2016,2,1,2,11,1,2,7,1,2,1064.034,4256.136,932093.784,1
2016,2,1,2,11,1,2,7,2,1,2435.685,4871.37,283740.163,2
2016,2,1,2,11,1,2,7,2,2,1064.034,4256.136,639484.434,1
2016,2,1,2,11,2,1,2,1,1,1064.034,1064.034,202166.46,1
2016,2,1,2,11,2,1,3,1,1,3995.15,5059.184,353259.288,2
2016,2,1,2,11,2,1,3,1,2,2958.283,19877.765,976876.824,2
2016,2,1,2,11,2,1,4,1,2,1064.034,4256.136,403268.886,1
2016,2,1,2,11,2,1,5,1,0,1465.557,0,902783.112,1
2016,2,1,2,11,2,1,5,1,1,2529.591,6123.216,70788.384,2
2016,2,1,2,11,2,1,5,1,2,307.618,2153.326,307618,1
2016,2,1,2,11,2,1,6,1,1,528.478,1364.574,53400.54,2
2016,2,1,2,11,2,1,6,1,2,1064.034,4256.136,291545.316,1
2016,2,1,2,11,4,1,1,1,1,2128.067,4256.134,36177.139,1
2016,2,1,2,11,4,1,2,2,3,1465.557,20517.798,183194.625,1
2016,2,1,2,11,4,1,3,1,1,2529.591,7588.773,115979.706,2
2016,2,1,2,11,4,1,3,1,2,1465.557,16121.127,0,1
2016,2,1,2,11,4,1,4,1,1,2128.067,4256.134,27664.871,1
2016,2,1,2,11,4,1,4,1,2,2435.686,15370.532,628053.376,3
2016,2,1,2,11,4,1,4,2,1,3192.101,8512.269,323466.253,2
2016,2,1,2,11,4,1,6,1,0,1064.034,0,127684.08,1
2016,2,1,2,11,5,1,3,1,0,2529.591,0,524388.18,2
2016,2,1,2,11,5,1,4,1,1,1465.557,4396.671,356130.351,1
2016,2,1,2,11,5,1,4,2,0,1064.034,0,212806.8,1
2016,2,1,2,11,5,1,5,1,0,2128.067,0,319210.05,1
2016,2,1,2,11,5,1,5,1,1,1064.034,1064.034,106403.4,1
2016,2,1,2,11,5,1,6,1,0,3593.625,0,1419682.5,3
2016,2,1,2,11,5,1,6,2,0,2128.068,0,230895.378,2
2016,2,1,2,11,5,1,7,1,0,1064.034,0,52137.666,1
2016,2,1,2,11,5,1,7,1,1,1064.034,3192.102,310697.928,1
2016,2,1,2,11,5,1,7,2,0,2128.067,0,921453.011,1
2016,2,1,2,11,5,2,5,1,1,307.618,615.236,617389.326,1
2016,2,1,2,12,1,1,3,1,3,1465.557,36638.925,262334.703,1
2016,2,1,2,12,1,1,4,1,3,1064.034,17024.544,354323.322,1
2016,2,1,2,12,4,1,3,2,3,1064.034,18088.578,186205.95,1
2016,2,1,2,13,1,1,7,1,4,220.86,9717.84,220860,1
2016,2,1,2,13,4,1,5,2,4,1064.034,40433.292,1064034,1
2016,2,1,2,13,4,1,7,2,4,1545.289,64902.138,656747.825,1
2016,2,1,2,14,1,1,3,1,1,1064.034,3192.102,204294.528,1
2016,2,1,2,14,4,1,1,2,3,1064.034,15960.51,212806.8,1
2016,2,1,2,17,1,1,1,1,2,220.86,1104.3,59190.48,1
2016,2,1,2,17,1,1,7,1,2,830.216,8302.16,416768.432,1
2016,2,1,2,17,1,1,7,1,3,220.86,3975.48,33129,1
2016,2,1,2,17,2,1,7,1,2,1064.034,6384.204,5336130.51,1
2016,2,1,2,18,4,1,5,2,2,1064.034,12768.408,159605.1,1
2016,2,1,2,20,1,1,1,1,0,2128.067,0,212806.7,1
2016,2,1,2,20,1,1,1,1,2,5515.296,36333.244,1692167.828,6
2016,2,1,2,20,1,1,1,1,3,1064.034,14896.476,425613.6,1
2016,2,1,2,20,1,1,1,2,1,4256.135,10640.337,264944.383,3
2016,2,1,2,20,1,1,1,2,2,6244.322,43878.332,1273065.604,6
2016,2,1,2,20,1,1,2,1,0,2128.067,0,125555.953,1
2016,2,1,2,20,1,1,2,1,2,1652.372,10389.928,173136.874,2
2016,2,1,2,20,1,1,2,2,2,2128.067,14896.469,798025.125,1
2016,2,1,2,20,1,1,2,2,3,1064.034,14896.476,744823.8,1
2016,2,1,2,20,1,1,3,1,0,2128.068,0,239407.65,2
2016,2,1,2,20,1,1,3,1,1,12507.418,29270.97,2587810.735,9
2016,2,1,2,20,1,1,3,1,2,12694.233,77556.78,5232346.724,10
2016,2,1,2,20,1,1,3,1,3,1064.034,22344.714,638420.4,1
2016,2,1,2,20,1,1,3,2,0,1064.034,0,106403.4,1
2016,2,1,2,20,1,1,3,2,1,4844.473,6972.541,995032.777,4
2016,2,1,2,20,1,1,3,2,2,3593.625,32744.148,831412.311,3
2016,2,1,2,20,1,1,3,2,3,1064.034,22344.714,93634.992,1
2016,2,1,2,20,1,1,4,1,0,1358.203,0,4594.062,2
2016,2,1,2,20,1,1,4,1,1,3192.101,9576.303,562873.838,2
2016,2,1,2,20,1,1,4,1,2,21112.52,172162.118,7110293.577,17
2016,2,1,2,20,1,1,4,2,0,1064.034,0,71290.278,1
2016,2,1,2,20,1,1,4,2,1,4074.88,8229.492,591155.85,3
2016,2,1,2,20,1,1,4,2,2,14279.085,103701.915,4174936.252,12
2016,2,1,2,20,1,1,4,2,3,1064.034,15960.51,793769.364,1
2016,2,1,2,20,1,1,4,2,5,307.618,30146.564,263321.008,1
2016,2,1,2,20,1,1,5,1,0,5320.169,0,224511.135,4
2016,2,1,2,20,1,1,5,1,1,13758.266,32649.885,3191491.212,10
2016,2,1,2,20,1,1,5,1,2,34528.986,247010.783,13775460.31,23
2016,2,1,2,20,1,1,5,1,3,7170.669,119287.855,3519095.09,8
2016,2,1,2,20,1,1,5,2,0,2128.068,0,54265.734,2
2016,2,1,2,20,1,1,5,2,1,6785.726,13571.452,839843.999,5
2016,2,1,2,20,1,1,5,2,2,12641.155,92025.614,4657916.124,9
2016,2,1,2,20,1,1,5,2,3,2827.086,47916.664,723542.05,2
2016,2,1,2,20,1,1,6,1,0,5320.169,0,1666277.011,4
2016,2,1,2,20,1,1,6,1,1,22597.906,64200.094,5666287.579,7
2016,2,1,2,20,1,1,6,1,2,25219.999,164596.849,10014034.83,17
2016,2,1,2,20,1,1,6,1,3,9447.552,153603.117,4246799.291,7
2016,2,1,2,20,1,1,6,1,4,4282.191,235819.893,4943418.153,5
2016,2,1,2,20,1,1,6,2,1,3192.101,7448.236,633100.03,2
2016,2,1,2,20,1,1,6,2,2,19797.434,163348.601,6067828.533,11
2016,2,1,2,20,1,1,6,2,3,9460.345,180309.305,3352856.133,7
2016,2,1,2,20,1,1,6,2,4,2744.602,116644.122,1333176,2
2016,2,1,2,20,1,1,7,1,0,3192.102,0,284097.078,3
2016,2,1,2,20,1,1,7,1,1,20063.557,33630.366,2212926.79,8
2016,2,1,2,20,1,1,7,1,2,33167.078,239772.224,14821950.82,28
2016,2,1,2,20,1,1,7,1,3,16488.899,314821.762,10741995.34,14
2016,2,1,2,20,1,1,7,1,4,6530.005,205899.355,3695231.91,8
2016,2,1,2,20,1,1,7,2,0,2716.406,0,354883.06,3
2016,2,1,2,20,1,1,7,2,1,1064.034,2128.068,41497.326,1
2016,2,1,2,20,1,1,7,2,2,6967.62,73289.71,2835331.062,7
2016,2,1,2,20,1,1,7,2,3,5799.017,113524.077,3999876.246,6
2016,2,1,2,20,1,1,7,2,4,2405.678,98308.782,1380822.678,3
2016,2,1,2,20,1,2,1,1,1,3780.44,11341.32,1470591.16,4
2016,2,1,2,20,1,2,1,1,2,1358.203,8624.914,970784.586,2
2016,2,1,2,20,1,2,1,2,1,7448.238,21280.68,2794153.284,7
2016,2,1,2,20,1,2,1,2,2,1064.034,5320.17,620331.822,1
2016,2,1,2,20,1,2,2,1,2,2713.296,18903.048,942542.629,6
2016,2,1,2,20,1,2,2,2,2,2128.067,19152.603,417101.132,1
2016,2,1,2,20,1,2,3,1,2,1064.034,7448.238,440510.076,1
2016,2,1,2,20,1,2,3,2,3,2128.067,51073.608,625651.698,1
2016,2,1,2,20,1,2,4,1,1,1064.034,3192.102,248983.956,1
2016,2,1,2,20,1,2,4,1,2,670.822,3354.11,83181.928,1
2016,2,1,2,20,1,2,4,1,3,2156.264,32343.96,948756.16,1
2016,2,1,2,20,1,2,4,2,2,2456.375,12224.074,976166.244,3
2016,2,1,2,20,1,2,5,1,1,670.822,1341.644,64398.912,1
2016,2,1,2,20,1,2,5,1,2,2791.786,15585.288,601367.276,3
2016,2,1,2,20,1,2,5,1,3,588.338,9413.408,314760.83,1
2016,2,1,2,20,1,2,5,2,1,670.822,2012.466,40920.142,1
2016,2,1,2,20,1,2,5,2,2,2435.686,12960.104,1129880.466,3
2016,2,1,2,20,1,2,6,1,1,1064.034,3192.102,554361.714,1
2016,2,1,2,20,1,2,6,1,2,3415.424,26982.506,2945009.866,3
2016,2,1,2,20,1,2,6,2,2,4476.348,33687.146,1512440.233,6
2016,2,1,2,20,1,2,7,1,2,7859.582,43487.81,2562633.798,8
2016,2,1,2,20,1,2,7,1,3,588.338,8236.732,284167.254,1
2016,2,1,2,20,1,2,7,2,2,7446.829,47758.883,3037395.375,6
2016,2,1,2,20,2,1,2,2,2,2128.067,17024.536,327722.318,1
2016,2,1,2,20,2,1,2,2,3,588.338,9413.408,90604.052,1
2016,2,1,2,20,2,1,3,1,1,3192.101,5320.169,553297.664,2
2016,2,1,2,20,2,1,3,1,2,1734.856,12537.204,828920.97,2
2016,2,1,2,20,2,1,3,1,5,2128.067,291545.179,6030941.878,1
2016,2,1,2,20,2,1,3,2,1,1064.034,2128.068,53201.7,1
2016,2,1,2,20,2,1,3,2,5,1064.034,151092.828,0,1
2016,2,1,2,20,2,1,4,1,1,1652.372,1652.372,51686.23,2
2016,2,1,2,20,2,1,4,1,2,2128.068,11704.374,1106595.36,2
2016,2,1,2,20,2,1,4,2,1,2128.067,6384.201,1251303.396,1
2016,2,1,2,20,2,1,5,1,0,2128.067,0,0,1
2016,2,1,2,20,2,1,5,1,1,4850.819,7580.674,1372096.248,6
2016,2,1,2,20,2,1,5,1,2,3192.101,12768.404,1675853.534,2
2016,2,1,2,20,2,1,5,2,0,1064.034,0,21280.68,1
2016,2,1,2,20,2,1,5,2,2,2128.067,8512.268,53201.675,1
2016,2,1,2,20,2,1,6,1,1,2422.237,2716.406,50509.554,3
2016,2,1,2,20,2,1,6,1,2,761.379,3737.68,514450.193,2
2016,2,1,2,20,2,1,6,1,3,1064.034,17024.544,1915261.2,1
2016,2,1,2,20,2,1,6,2,2,1064.034,6384.204,212806.8,1
2016,2,1,2,20,2,2,3,1,2,335.411,3354.11,521899.516,1
2016,2,1,2,20,4,1,1,1,2,2128.068,14896.476,851227.2,2
2016,2,1,2,20,4,1,2,1,1,1064.034,2128.068,64906.074,1
2016,2,1,2,20,4,1,2,1,2,2128.068,9576.306,53201.7,2
2016,2,1,2,20,4,1,2,2,1,1064.034,3192.102,143644.59,1
2016,2,1,2,20,4,1,2,2,2,1064.034,12768.408,53201.7,1
2016,2,1,2,20,4,1,2,2,3,1064.034,15960.51,106403.4,1
2016,2,1,2,20,4,1,2,2,4,1545.289,43268.092,729376.408,1
2016,2,1,2,20,4,1,3,1,1,1064.034,3192.102,212806.8,1
2016,2,1,2,20,4,1,3,1,2,1734.856,11473.17,674745.86,2
2016,2,1,2,20,4,1,3,1,4,1064.034,31921.02,186205.95,1
2016,2,1,2,20,4,1,3,2,1,2529.591,3995.148,268497.966,2
2016,2,1,2,20,4,1,3,2,2,2128.067,14896.469,425613.4,1
2016,2,1,2,20,4,1,3,2,3,2702.632,37836.848,492182.167,3
2016,2,1,2,20,4,1,4,1,1,5631.759,7759.827,424297.773,2
2016,2,1,2,20,4,1,4,1,2,3220.298,36515.508,231353.928,2
2016,2,1,2,20,4,1,4,2,1,4256.135,5320.169,243663.753,3
2016,2,1,2,20,4,1,5,1,2,3106.507,14861.713,476933.257,3
2016,2,1,2,20,4,1,5,2,1,2128.067,4256.134,212806.7,1
2016,2,1,2,20,4,1,5,2,2,2609.323,14693.428,745145.678,2
2016,2,1,2,20,4,1,5,2,5,307.618,28300.856,484498.35,1
2016,2,1,2,20,4,1,6,1,1,2716.405,6021.148,661365.282,2
2016,2,1,2,20,4,1,6,1,2,2156.264,10781.32,0,1
2016,2,1,2,20,4,1,6,2,2,5778.085,39065.181,1449797.352,3
2016,2,1,2,20,4,1,7,1,0,1064.034,0,2128068,1
2016,2,1,2,20,4,1,7,1,2,11327.363,67069.035,1896725.706,7
2016,2,1,2,20,4,1,7,1,3,3673.357,61864.29,2117915.6,3
2016,2,1,2,20,4,1,7,2,2,2156.264,12937.584,1078132,1
2016,2,1,2,20,4,1,7,2,3,2156.264,47437.808,629629.088,1
2016,2,1,2,20,4,1,7,2,4,1064.034,29792.952,638420.4,1
2016,2,1,2,20,5,1,2,1,1,1465.557,2931.114,186125.739,1
2016,2,1,2,20,5,1,2,1,2,5721.691,32202.079,4502609.393,3
2016,2,1,2,20,5,1,3,1,1,9225.383,16011.108,2210680.463,4
2016,2,1,2,20,5,1,3,1,2,3192.101,17024.538,2216382.322,2
2016,2,1,2,20,5,1,3,1,3,1064.034,17024.544,544785.408,1
2016,2,1,2,20,5,1,3,2,0,2128.068,0,388372.41,2
2016,2,1,2,20,5,1,3,2,1,2128.067,6384.201,261752.241,1
2016,2,1,2,20,5,1,4,1,0,2128.068,0,135132.318,2
2016,2,1,2,20,5,1,4,2,0,1064.034,0,142580.556,1
2016,2,1,2,20,5,1,4,2,1,1465.557,2931.114,659500.65,1
2016,2,1,2,20,5,1,4,2,2,335.411,2347.877,37566.032,1
2016,2,1,2,20,5,1,5,1,0,1064.034,0,168117.372,1
2016,2,1,2,20,5,1,5,1,1,1545.289,1545.289,364688.204,1
2016,2,1,2,20,5,1,5,1,2,5742.785,46633.652,1857845.89,4
2016,2,1,2,20,5,1,5,2,1,2128.068,3192.102,164925.27,2
2016,2,1,2,20,5,1,5,2,2,670.822,2683.288,184476.05,1
2016,2,1,2,20,5,1,6,1,0,4256.135,0,396884.583,3
2016,2,1,2,20,5,1,6,1,2,307.618,1230.472,51679.824,1
2016,2,1,2,20,5,1,6,1,3,2128.067,34049.072,3404907.2,1
2016,2,1,2,20,5,1,6,2,2,1734.856,10802.348,502323.468,2
2016,2,1,2,20,5,1,7,1,0,3192.102,0,935285.886,3
2016,2,1,2,20,5,1,7,1,1,1078.132,2156.264,324517.732,1
2016,2,1,2,20,5,1,7,1,2,1259.16,5036.64,111713.404,2
2016,2,1,2,20,5,1,7,1,3,1545.289,37086.936,1081702.3,1
2016,2,1,2,20,5,1,7,1,4,2156.264,133688.368,377346.2,1
2016,2,1,2,20,5,1,7,2,1,1064.034,3192.102,136196.352,1
2016,2,1,2,20,5,2,2,1,2,307.618,1538.09,170727.99,1
